Input_file_name_(no_extension),Weather_file_name_(no_extension),External_Interface?
PythonPluginTestMathAndKill.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginThermochromicWindow.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginUserDefined5ZoneAirCooled.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginUserDefinedWindACAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
PythonPluginWindowShadeControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
QTFtest.idf,USA_CO_Denver-Stapleton_TMY,,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadHiTempElecTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadHiTempGasCtrlOpt.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadHiTempGasTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoHydrHeatCoolAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoHydrHeatCoolAutoCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempCFloHeatCool.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempCFloHeatCoolCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempCFloHeatCool_AddedAutosizing.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempCFloTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempElecTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempElecTermReheatCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrCoolTower.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrCoolTowerCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrCtrlOpt.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrCtrlOpt2.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrHeatCool.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrHeatCool2D.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrHeatCoolDry.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrHeatCoolDryCondFD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrInterMulti.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrMulti10.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RadLoTempHydrTermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgFullServiceRestaurantNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgHospitalNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgLargeHotelNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgLargeOfficeNew2004_Chicago-ReturnReset.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgLargeOfficeNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgMediumOfficeNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgMidriseApartmentNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgOutPatientNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgPrimarySchoolNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgQuickServiceRestaurantNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgSecondarySchoolNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgSmallHotelNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgSmallOfficeNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgStand-aloneRetailNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgStripMallNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgSuperMarketNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefBldgWarehouseNew2004_Chicago.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefMedOffVAVAllDefVRP.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ReflectiveAdjacentBuilding.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RefrigeratedWarehouse.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ReliefIndEvapCoolerRTUoffice.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
ReportDaylightFactors.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RetailPackagedTESCoil.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
RoomAirflowNetwork.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SeriesActiveBranch.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ShopWithPVandBattery.idf,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3,
ShopWithPVandStorage.idf,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3,
ShopWithSimplePVT.idf,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3,
SingleFamilyHouse_TwoSpeed_CutoutTemperature.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SingleFamilyHouse_TwoSpeed_ZoneAirBalance.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SmOffPSZ-MultiModeDX.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SmOffPSZ.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SmOffPSZ_OnOffStagedControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SolarCollectorFlatPlateWater.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SolarShadingTest.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_DisableSelfShading.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_DisableSelfShadingGroup.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_ExternalFraction.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_ImportedShading.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SolarShadingTest_SQL.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SpectralAngularOpticalProperties_TableData.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
StackedZonesWithInterzoneIRTLayers.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SteamSystemAutoSize.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
StormWindow.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
StripMallZoneEvapCooler.idf,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3,
StripMallZoneEvapCoolerAutosized.idf,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3,
SuperMarketDetailed_DesuperHeatingCoil.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SuperMarket_DesuperHeatingCoil.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SuperMarket_DetailedEvapCondenser.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SuperMarket_DetailedWaterCondenser.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SuperMarket_EvapCondenser.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SuperMarket_SharedEvapCondenser.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SuperMarket_WaterCondenser.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
Supermarket.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketSecondary.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketSubCoolersVariableSuction.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketTranscriticalCO2.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketTwoStageFlashIntercooler.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupermarketTwoStageShellCoilIntercooler.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
Supermarket_CascadeCond.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
Supermarket_Detailed.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
Supermarket_SharedAirCondenser.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
SupplyPlenumVAV.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SurfaceGroundHeatExchanger.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SurfaceHeatSourceTerm_RefBldgSmallOfficeNew2004.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
SurfacePropTest_SurfLWR.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SurfaceTest.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
SurfaceZonePropTest_LocalEnv.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
TRHConstFlowChillerOneBranch.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TRHEvapCoolerOAStaged.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
TRHEvapCoolerOAStagedWetCoil.idf,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3,
TermRHDXSystem.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermRHGasElecCoils.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermReheatPri-SecLoop.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermReheatScheduledPump.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermReheatSurfTC.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermReheatZoneExh.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermRhDualSetpointWithDB.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermRhGenericOAHeatRecMinExh.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermRhGenericOAHeatRecPreheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TermRhSingleHeatCoolNoDB.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ThermalChimneyTest.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ThermochromicWindow.idf,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3,
TransparentInsulationSimple.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
TranspiredCollectors.idf,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3,
TwoWayCommonPipe_Pri-Sec.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitHeater.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitHeaterAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitHeaterGasElec.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitVent5Zone.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitVent5ZoneAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitVent5ZoneFixedOANoCoilOpt.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitaryHybridAC_DedicatedOutsideAir.idf,USA_CO_Denver-Stapleton_TMY,
UnitarySystem_5ZoneWaterLoopHeatPump.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_DXCoilSystemAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_FurnaceWithDXSystemRHcontrol.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
UnitarySystem_HeatPumpAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_MultiSpeedCoils_SingleMode.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_VSHeatPumpWaterToAirEquationFit.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_WaterCoils_wMultiSpeedFan.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_MultiSpeedDX.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_SingleSpeedDX.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_TwoSpeedDX.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_TwoStageDX.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_TwoStageDXWithHumidityControl.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UnitarySystem_VSCoolingCoil.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UserDefinedRoomAirPatterns.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
UserInputViewFactorFile-LshapedZone.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VariableRefrigerantFlow_FluidTCtrl_wSuppHeater_5Zone.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VariableRefrigerantFlow_wSuppHeater_5Zone.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VAVSingleDuctConstFlowBoiler.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VAVSingleDuctReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VAVSingleDuctReheatBaseboard.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VAVSingleDuctReheatNoReheat.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VAVSingleDuctReheat_DualMax.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VAVSingleDuctReheat_MaxSAT_ReverseActing.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VAVSingleDuctVarFlowBoiler.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VSDXCoilSystemAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VSHeatPumpWaterHeater.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
VSHeatPumpWaterToAirEquationFit.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VSHeatPumpWaterToAirWithRHControl.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
VSWaterHeaterHeatPumpStratifiedTank.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VariableRefrigerantFlow_5Zone.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
VariableRefrigerantFlow_5Zone_wAirloop.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
VariableRefrigerantFlow_FluidTCtrl_5Zone.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
VariableRefrigerantFlow_FluidTCtrl_HR_5Zone.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
VaryingLocationAndOrientation.idf,USA_CO_Denver-Stapleton_TMY,
VentilatedSlab.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VentilatedSlab_SeriesSlabs.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
VentilationSimpleTest.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WCE_Diffuse_Shade.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WCE_DoubleClear_BSDF.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WCE_Interior_VB_-45_deg.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WWHPSimpleAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WaterHeaterDHWPlantLoop.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WaterHeaterHeatPumpStratifiedTank.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WaterHeaterHeatPumpWrappedCondenser.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
WaterHeaterStandAlone.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WaterSideEconomizer_Integrated.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WaterSideEconomizer_NonIntegrated.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WindACAirtoAir.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WindACAuto.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
WindACRHControl.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
WindowTests.idf,USA_CO_Denver-Stapleton_TMY,
WindowTestsSimple.idf,USA_CO_Denver-Stapleton_TMY,
ZoneCoupledGroundHTBasement.idf,USA_CO_Denver-Stapleton_TMY,
ZoneCoupledGroundHTSlabInGrade.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ZoneCoupledGroundHTSlabOnGrade.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ZoneCoupledKivaBasement.idf,USA_CO_Denver-Stapleton_TMY,
ZoneCoupledKivaConvection.idf,USA_CO_Denver-Stapleton_TMY,
ZoneCoupledKivaRefBldgMediumOffice.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ZoneCoupledKivaSlab.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
ZoneCoupledKivaWalkoutBasement.idf,USA_CO_Denver-Stapleton_TMY,
ZoneSysAvailManager.idf,USA_CO_Denver-Stapleton_TMY,
ZoneVSWSHP_wDOAS.idf,USA_CO_Denver-Stapleton_TMY,
ZoneWSHP_wDOAS.idf,USA_CO_Denver-Stapleton_TMY,
_1ZoneUncontrolled_Feb29.idf,USA_CO_Denver-Stapleton_TMY,
_1ZoneUncontrolled_SineOSC.idf,USA_CO_Denver-Stapleton_TMY,
_1ZoneUncontrolled_customrange.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_1a-Long0.0.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_5ZoneAirCooled_annual.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_5ZoneAirCooled_LeapYear_annual.idf,MadeUpLeapYear,
_5ZoneEvapCooled.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_AllOffOpScheme.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_BranchPumpsWithCommonPipe.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_CTFTestsPart1.idf,USA_CO_Denver-Stapleton_TMY,
_CTFTestsPart2.idf,USA_CO_Denver-Stapleton_TMY,
_ConvCoefftest.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_CoolingTowerDewPointRangeOp.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_CoolingTowerWithDPDeltaTempOp.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_DOASDXCOIL_wUserSHRMethod.idf,USA_FL_Miami.Intl.AP.722020_TMY3,
_DemandVentilationFixedRateAndHighPriority.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_DemandVentilationReductionRatioAndHighPriority.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_DemandVentilationReductionRatioAndLowPriority.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_DualDuctConstVolDamperMultizoneAverageSetPointManager.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_ElectricREformulatedEIRChiller.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_ExternalInterface-actuator.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,Y
_ExternalInterface-functionalmockupunit-to-actuator.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,Y
_ExternalInterface-functionalmockupunit-to-schedule.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,Y
_ExternalInterface-functionalmockupunit-to-variable.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,Y
_ExternalInterface-schedule.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,Y
_ExternalInterface-variable.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,Y
_FanCoilHybridVentAFN.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_FollowSysNodeTemp.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_FuelCellTest200.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_HybridVentilationControlGlobalAN.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_HybridVentilationControl_MinTime.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_MaterialTest.idf,USA_CO_Denver-Stapleton_TMY,
_MicroCHPTest301.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_MultiSpeedACElecFurnace.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_PurchAirWindowBlind2.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_PurchAirWindowBlind3.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_PurchAirWindowBlind4.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_SingleZoneTestCTFTwoDD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_SingleZoneTestCondFDTwoDD.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
_SmallOffice_Dulles.idf,USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3,
_VAVSingleDuctConstFlowBoiler_otherfuel.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
gasAbsorptionChillerHeater.idf,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3,
